drugbank_id,disease
DB09275,ulcer of anastomosis
DB09275,gastritis
DB09275,gord
DB09275,duodenitis
DB09275,peptic ulcer
DB09276,arthritis
DB09277,prostate cancer
DB09278,poisonings
DB09279,hypertension
DB09279,heart failure
DB09280,fibrosis
DB09281,ulcers
DB09281,heartburn
DB09283,chronic stable angina [a19770]
DB09284,angina pectoris
DB09286,schizophrenia
DB09287,constipation
DB09288,pain
DB09289,depressive disorder
DB09289,irritable bowel syndrome
DB09290,nausea
DB09290,vomiting
DB09290,irritable bowel syndrome
DB09291,nausea
DB09291,vomiting
DB09292,chronic heart failure
DB09292,heart failure
DB09293,thyroid carcinomas
DB09293,hyperthyroidism
DB09293,thyroid malignancy
DB09295,fibrosis
DB09296,cirrhosis
DB09296,infection
DB09297,cirrhosis
DB09297,infection
DB09298,death
DB09298,hepatotoxic
DB09298,poisoning
DB09299,chronic hepatitis b.
DB09299,hiv infection
DB09300,cramping
DB09300,pain
DB09301,osteoarthritis
DB09302,atherosclerotic cardiovascular disease
DB09302,familial hypercholesterolemia
DB09303,atherosclerotic cardiovascular disease
DB09303,familial hypercholesterolemia
DB09304,depression
DB09305,depression
DB09306,depression
DB09307,depression
DB09308,cap
DB09308,community-acquired pneumonia
DB09310,congenital factor xiii a-subunit deficiency
DB09310,bleeding
DB09311,constipation
DB09311,bowel movements
DB09312,aplastic anemia
DB09314,thyroid and urinary bladder
DB09314,vesico-ureteral reflux
DB09316,coronary artery disease
DB09316,heart disease
DB09317,vaginal atrophy
DB09317,vulvar
DB09318,vaginal dryness
DB09318,pain
DB09318,vaginal atrophy
DB09318,vulvar
DB09320,pneumonia
DB09320,anthrax
DB09320,bacterial infections
DB09320,diphtheria
DB09320,syphilis
DB09320,mouth infections
DB09321,diaper dermatitis
DB09321,burns
DB09321,skin irritations
DB09321,sunburn
DB09323,respiratory tract infections
DB09323,glomerulonephritis
DB09323,rheumatic heart disease
DB09323,venereal diseases
DB09323,infections
DB09323,syphilis
DB09323,rheumatic fever
DB09323,chorea
DB09324,bacteroides fragilis
DB09324,staphylococcus aureus
DB09324,bacteroides
DB09324,k. pneumoniae
DB09324,infections
DB09324,enterobacter
DB09324,proteus mirabilis
DB09324,acinetobacter
DB09326,coronary artery disease
DB09327,cancer
DB09329,hemophilia a
DB09329,congenital factor viii deficiency
DB09330,mutation-positive non-small cell lung cancer
DB09330,nsclc
DB09331,multiple myeloma
DB09340,gallstones
DB09341,hypoglycemia
DB09341,metabolic disorders
DB09343,mestastatic colorectal cancer
DB09345,lip
DB09345,pruritus
DB09345,pain
DB09345,skin irritations
DB09345,hemorrhoids
DB09345,itching
DB09349,anemias
DB09351,ocular hypertension
DB09351,open-angle glaucoma
DB09353,dermatitis
DB09353,dandruff
DB09353,acne
DB09353,scaly
DB09353,hayfever
DB09357,intestinal atony
DB09357,paralytic ileus
DB09357,abdominal distention
DB09357,rash
DB09357,scaly
DB09357,skin irritations
DB09357,itchy
DB09357,skin burns
DB09357,intestinal motility
DB09372,fever
DB09372,acute dermatitis
DB09372,rash
DB09372,inflamed tonsils
DB09372,sore
DB09372,leukorrhea
DB09372,sunburn
DB09381,ovarian failure
DB09381,breast cancer
DB09381,prostate cancer
DB09395,metabolic acidosis
DB09395,hyponatremia
DB09396,pain
DB09397,tumor
DB09397,malignant melanoma
DB09397,gastroesophageal reflux
DB09397,breast cancer
DB09398,bone pain
DB09398,metabolic bone disease
DB09398,osteonecrosis
DB09398,avascular necrosis
DB09398,inflammatory and degenerative arthritis
DB09398,pain
DB09398,condylar hyperplasia
DB09398,trauma
DB09398,osteomyelitis
DB09409,hypertension
DB09409,hypoglycemia
DB09409,constipation
DB09414,creamers
DB09414,"imitation dairy creamers, dry powder beverages"
DB09449,constipation
DB09460,eczema
DB09460,ringworm
DB09460,vaginal douche
DB09477,hypertension
DB09479,coronary artery disease
DB09488,nasal congestion
DB09488,rhinorrhea
DB09488,allergic rhinitis
DB09488,pruritus
DB09498,bone pain
DB09498,strontium-89
DB09499,cyanide poisoning
DB09502,cancer
DB09502,malignancy
DB09509,bone pain
DB09510,pylori infection
DB09510,helicobacter pylori
DB09512,pain
DB09512,gastrointestinal tract
DB09512,flatulence
DB09513,helicobacter pylori
DB09517,chronic kidney disease
DB09517,anemia
DB09526,melasma
DB09526,post-inflammatory hyperpigmention
DB09526,hyperpigmentation
DB09537,skin infection
DB09539,hypertriglyceridemia
DB09539,htg
DB09539,tg
DB09543,lumbago
DB09543,sciatica
DB09543,rheumatic
DB09543,acute pain
DB09546,pheochromocytoma
DB09546,neuroblastoma
DB09546,heart failure
DB09555,angioedema
DB09555,allergic reactions
DB09555,allergic conjunctivitis
DB09555,urticaria
DB09555,allergic skin
DB09555,dermographism
DB09555,allergic rhinitis
DB09559,non-squamous nsclc
DB09559,nsclc
DB09559,squamous non-small cell lung cancer
DB09563,prostate cancer
DB09563,prostate
DB09563,blood prostate
DB09564,diabetes mellitus
DB09567,fatty acids
DB09570,multiple myeloma
DB10318,shingles
DB10318,varicella
DB10318,herpes zoster
DB10400,conjunctivitis
DB10401,conjunctivitis
DB10401,allergic rhinitis
DB10552,pneumonia
DB10552,beta-hemolytic streptococcal infections
DB10804,papillary tumors
DB10804,carcinoma
DB10989,hepatitis a
DB10989,hepatitis b
DB10989,infection
DB10989,hepatitis e
DB10989,chronic liver disease
DB10989,hav infection
DB10989,hepatitis infection
DB10989,hav
DB10989,hemophiliac
DB10989,hepatitis c
DB10990,haemophilus influenzae type b.
DB10997,trauma
DB11058,rash
DB11062,sunburns
DB11062,skin cancer
DB11064,skin cancer
DB11064,skin aging and
DB11064,sunburn
DB11082,dryness
DB11082,seborrhea
DB11082,irritation
DB11082,eczema
DB11082,psoriasis
DB11092,hypersensitivity
DB11092,gingivitis
DB11092,infections
DB11095,vein thrombosis
DB11120,sclerosis
DB11120,inflammation
DB11120,sexual dysfunction
DB11122,pulmonary embolism
DB11122,burns
DB11122,shock
DB11122,trauma
DB11122,thromboembolic
DB11122,venous thrombosis
DB11122,hemorrhage
DB11133,hypertriglyceridaemia
DB11133,myocardial infarction
DB11135,hyposelenemia
DB11166,thromboembolic
DB11166,hereditary deficiency
DB11228,diverticulosis
DB11228,dehydration
DB11228,irritable bowel syndrome
DB11228,constipation
DB11228,protozoal
DB11228,hemorrhoids
DB11256,cardiovascular diseases
DB11294,hypersensitivity
DB11294,pulmonary coccidioidomycosis
DB11311,coagulation
DB11312,purpura fulminans
DB11312,congenital protein c deficiency
DB11312,venous thrombosis
DB11330,hemophilia b
DB11330,hemorrhagic episodes
DB11330,coagulation factor deficiency
DB11362,pulmonary arterial hypertension
DB11363,tumor
DB11363,non-small cell lung cancer
DB11363,nsclc
DB11363,anaplastic lymphoma kinase (alk)-positive
DB11364,respiratory or urinary infections
DB11365,constipation
DB11366,acute leukemia
DB11366,diabetes
DB11366,autoimmune diseases
DB11366,multiple sclerosis
DB11366,cancers
DB11367,bacterial infections
DB11482,necrotic
DB11558,dipylidium caninum
DB11558,toxocara canis
DB11558,taenia
DB11558,ancylostoma caninum
DB11558,toxascaris leonina
DB11560,gout
DB11560,hyperuricemia
DB11569,psoriasis
DB11572,bleeding
DB11575,4 infection
DB11581,chronic lymphocytic leukemia (cll)
DB11582,muscle spasms
DB11586,hepatitis
DB11591,urticaria
DB11591,rhinitis
DB11595,urothelial carcinoma
DB11596,toxicity
DB11596,osteosarcoma
DB11596,colorectal cancer
DB11596,overdosage
DB11597,chronic immune thrombocytopenic purpura
DB11597,itp
DB11598,thromboembolism
DB11598,hereditary antithrombin deficiency
DB11598,peri-partum thromboembolism
DB11600,bruises
DB11600,staphylococcus aureus
DB11600,haemorrhage
DB11600,salmonella enterica
DB11600,white beeswax
DB11600,candida albicans
DB11600,burns
DB11600,aspergillus niger
DB11600,inflammation
DB11600,bleeding
DB11601,infection
DB11602,artificial tear
DB11604,tetanus
DB11605,bad breath
DB11605,loose teeth
DB11605,gingivitis
DB11605,abrasions
DB11605,furunculosis
DB11605,cough
DB11605,arthritic pain
DB11605,bronchial congestion
DB11605,cancer
DB11605,leprosy
DB11605,syphilis
DB11605,myrrh
DB11605,"lips, hemorrhoids"
DB11605,inflammation
DB11605,ulcers
DB11609,cough
DB11611,keratoconjunctivitis sicca
DB11611,dry eye syndrome
DB11613,cirrhosis
DB11613,infection
DB11613,decompensation
DB11613,hiv co-infected
DB11613,hcv
DB11613,chronic hepatitis c
DB11614,urticaria
DB11614,allergic rhinitis
DB11614,perennial allergic rhinitis
DB11621,pox
DB11621,infections
DB11621,zoster
DB11627,hepatitis a
DB11627,non-a non-b hepatitis viruses
DB11627,hepatitis b
DB11627,thalassemia
DB11627,hepatitis d
DB11627,infection
DB11627,hepatitis b virus infection
DB11627,sickle-cell anemia
DB11627,cirrhosis
DB11627,diabetes
DB11627,aggressive biting
DB11627,chronic liver disease
DB11627,hepatitis
DB11627,cld
DB11627,hemophilia
DB11627,liver disease
DB11627,hepatitis b infection
DB11635,congenital chronic cholestasis
DB11635,hereditary chronic cholestasis
DB11635,digestive malabsorption
DB11660,ocular hypertension
DB11660,open-angle glaucoma
DB11691,constipation
DB11699,nausea
DB11699,vomiting
DB11703,mantle cell lymphoma
DB11714,ureter cancer
DB11714,prolonged disease progression
DB11714,urothelial carcinoma
DB11730,cancer
DB11737,nsclc
DB11737,non-small-cell lung cancer
DB11767,tumor necrosis
DB11767,reactive ra
DB11776,arthritis
DB11776,psoriasis
DB11776,erythroderma
DB11793,epithelial ovarian
DB11793,primary peritoneal cancer
DB11817,rheumatoid arthritis
DB11828,breast cancer
DB11834,psoriasis
DB11915,tardive dyskinesia
DB11921,dmd
DB11921,duchenne muscular dystrophy
DB11943,staphylococcus aureus
DB11943,klebsiella pneumoniae
DB11943,staphylococcus haemolyticus
DB11943,infections
DB11943,pseudomonas aeruginosa
DB11943,streptococcus agalactiae
DB11943,enterobacter cloacae
DB11943,methicillin-resistant
DB11943,staphylococcus lugdunensis
DB11945,merkel cell carcinoma
DB11988,multiple sclerosis
DB11989,chagas disease
DB11994,osteoarthritis
DB12001,hr-positive
DB12001,breast cancer
DB12023,eosinophilia
DB12023,airway hyperresponsiveness
DB12026,infection
DB12070,allogeneic hematopoietic stem cell transplant (hsct)
DB12070,cytomegalovirus (cmv)
DB12070,infection
DB12095,carcinoid syndrome
DB12140,neuropathic
DB12140,coronary heart disease
DB12140,arthritis
DB12140,nerve trauma
DB12140,pain
DB12140,rheumatoid
DB12140,inflammation
DB12159,eczema
DB12159,atopic diseases
DB12161,huntington’s disease
DB12161,chorea
DB12243,acute ischemic stroke
DB12243,als
DB12267,nsclc
DB12267,alk+ nsclc
DB12267,nsclc cancer
DB12267,cancer
DB12267,tumors
DB12267,non-small cell lung cancer
DB12267,anaplastic lymphoma
DB12323,chromosome-positive (ph+
DB12323,chronic myeloid leukemia
DB12323,cancer
DB12323,cml
DB12332,ovarian cancer
DB12364,venous thromboembolism
DB12364,restricted mobility
DB12364,vte
DB12366,sly syndrome
DB12366,mucopolysaccharidosis
DB12442,tumors
DB12442,tumours
DB12442,acute myeloid leukaemia
DB12483,follicular lymphoma
DB12598,hemorrhagic tendencies
DB12598,disseminative blood vessel coagulation
DB12598,hemorrhagic lesions
DB12742,cancer
DB12834,bacterial vaginosis
DB12865,secondary hyperparathyroidism
DB12865,hpt
DB12865,chronic kidney disease
DB12924,impetigo
DB13025,psychosis
DB13025,agitation
DB13025,dyskinesia
DB13025,neurological and psychiatric disorders
DB13025,aggression
DB13092,ulcerative
DB13092,mucositis
DB13139,chronic obstructive pulmonary disease
DB13139,chronic obstructive lung disease
DB13139,copd
DB13140,clostridium difficile infection
DB13140,c. difficile infection
DB13142,tetany
DB13142,muscle disease
DB13142,osteoporosis
DB13142,bone loss
DB13142,hypoparathyroidism
DB13144,non-myeloid malignancy
DB13144,infection
DB13144,congenital agranulocytosis
DB13144,infections
DB13144,neutropenia
DB13144,kostmann's syndrome
DB13145,oesophygeal cancer
DB13145,head and neck cancers
DB13145,non-small cell lung cancer
DB13145,small cell lung cancer
DB13146,prostate cancer
DB13146,blood prostate
DB13147,exocrine pancreatic insufficiency
DB13147,fibrosis
DB13148,bleeding
DB13148,hereditary
DB13149,coagulation
DB13150,congenital hemophilia a
DB13150,intracerebral hemorrhage
DB13150,glanzmann's thrombasthenia
DB13150,hemophilia
DB13150,congenital factor vii deficiency
DB13150,bleeding
DB13151,bleeding
DB13151,hemophilia a
DB13152,christmas disease
DB13152,bleeding
DB13152,ix deficiency
DB13155,listeria
DB13155,streptococci
DB13155,enterococci
DB13156,mucocutaneous infections
DB13156,herpes simplex
DB13158,eczema
DB13158,dermatitis
DB13158,erythema
DB13158,itchiness
DB13161,sma
DB13161,spinal muscular atrophy
DB13163,pneumonia
DB13163,infectious and inflammatory diseases
DB13163,chronic obstructive pulmonary disease
DB13163,bronchiectasis
DB13164,lung cancer
DB13165,diabetic macular oedema
DB13165,glaucoma
DB13165,diabetic retinopathy
DB13165,ocular hypertension
DB13167,spondylitis
DB13167,rheumatoid arthritis
DB13167,arthritic pathologies
DB13170,upper gi tract
DB13170,gastrointestinal tract
DB13173,ataxia
DB13173,death
DB13173,loss of language and motor functions
DB13173,neuronal ceroid lipofuscinosis
DB13173,seizures
DB13173,blindness
DB13173,neurodegenerative disorder
DB13173,batten disease
DB13179,bacterial infection
DB13191,ischemic stroke
DB13191,cerebrovascular diseases
DB13192,hemophilia
DB13192,clotting abnormality
DB13192,hemorrhagic episodes.[l1055
DB13192,hemophilia a
DB13783,osteoarthritis
DB13783,rheumatoid arthritis
DB13783,degenerative disorders
DB13783,pain
DB13783,irritation
DB13783,inflammatory soft-tissue rheumatism syndrome
DB13783,spondylitis
DB13783,chronic inflammation
DB13783,low back pain
DB13783,inflammation
DB13783,swelling
DB13783,rheumathoid arthritis
DB13872,insomnia
DB13873,hypercholesterolemia
DB13873,dyslipidemia
DB13874,aml
DB13874,acute myeloid leukemia
DB13878,cirrhosis
DB13878,chronic hepatitis c
DB13878,infection
DB13879,cirrhosis
DB13879,chronic hepatitis c
DB13879,infection
DB13881,all
DB13881,acute lymphoblastic leukemia
DB13883,envenomation
DB13884,haemophilia
DB13909,malodorous flatulence
DB13915,b-cell lymphoma
DB13915,follicular lymphoma
DB13915,dlbcl
DB13923,bleeding disorder
DB13923,bleeding
DB13923,hemophilia a
DB13924,shingles
DB13924,herpes zoster
DB13925,malignant tumors
DB13928,diabetes
DB13928,metabolic disorder
DB13928,diabetes mellitus
DB13928,diabetes mellitus type
DB13928,obesity
DB13928,satiety
DB13931,ocular hypertension
DB13931,open-angle glaucoma
