,diseaseNID,diseaseName
17806,17807,"DEAFNESS, AUTOSOMAL DOMINANT 25 (disorder)"
17807,17808,"FIBROMATOSIS, GINGIVAL, 2"
17808,17809,"PARKINSON DISEASE 4, AUTOSOMAL DOMINANT LEWY BODY (disorder)"
17809,17810,"ALZHEIMER DISEASE 6, LATE-ONSET"
17810,17811,"Basal cell carcinoma, multiple"
17811,17812,LEBER CONGENITAL AMAUROSIS 6 (disorder)
17812,17813,Radioulnar Synostosis with Amegakaryocytic Thrombocytopenia
17813,17814,"DEAFNESS, NONSYNDROMIC, MODIFIER 1 (disorder)"
17814,17815,"DEAFNESS, AUTOSOMAL RECESSIVE 26"
17815,17816,Motor delay
17816,17817,Hypotrichosis simplex
17817,17818,"Cataract, posterior polar, 3"
17818,17819,"Epilepsy, Nocturnal Frontal Lobe, Type 3"
17819,17820,PARAGANGLIOMAS 3
17820,17821,BREAST CANCER 3
17821,17822,"Cardiomyopathy, Dilated, 1J"
17822,17823,Spinocerebellar ataxia 14
17823,17824,Impaired vibration sensation at ankles
17824,17825,NEMALINE MYOPATHY 5
17825,17826,Type 1 muscle fiber predominance
17826,17827,Glabellar hemangioma
17827,17828,Naevus flammeus of the eyelid
17828,17829,"Deafness, Autosomal Recessive 10"
17829,17830,MACROCEPHALY/AUTISM SYNDROME
17830,17831,Postnatal macrocephaly
17831,17832,Biparietal narrowing
17832,17833,OPTIC ATROPHY 4 (disorder)
17833,17834,SPLIT-HAND/FOOT MALFORMATION 4
17834,17835,"POLYCYSTIC OVARY SYNDROME, SUSCEPTIBILITY TO"
17835,17836,"Neuropathy, hereditary motor and sensory, Russe type"
17836,17837,Axonal regeneration
17837,17838,TUBEROUS SCLEROSIS 1 (disorder)
17838,17839,Temtamy preaxial brachydactyly syndrome
17839,17840,"Spastic paraplegia 13, autosomal dominant"
17840,17841,Noonan Syndrome 2
17841,17842,Spinocerebellar ataxia 13
17842,17843,Limb dysmetria
17843,17844,Slow progression
17844,17845,Recurrent infection of the gastrointestinal tract
17845,17846,Abnormality of the cranial nerves
17846,17847,SEBASTIAN SYNDROME
17847,17848,"Carney Complex, Type 2"
17848,17849,"SPASTIC PARAPLEGIA 14, AUTOSOMAL RECESSIVE (disorder)"
17849,17850,"DEAFNESS, AUTOSOMAL DOMINANT 23"
17850,17851,Metacarpal osteolysis
17851,17852,Metatarsal osteolysis
17852,17853,Growth Deficiency and Mental Retardation with Facial Dysmorphism
17853,17854,"Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy"
17854,17855,Limb fasciculations
17855,17856,LETHAL CONGENITAL CONTRACTURE SYNDROME 1
17856,17857,"MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE"
17857,17858,obsolete Congenital myopia
17858,17859,Hypoplasia of the retina
17859,17860,Uncontrolled eye movements
17860,17861,Short nasal bridge
17861,17862,Diffuse cerebellar atrophy
17862,17863,Metabolic Ketosis
17863,17864,J-shaped sella turcica
17864,17865,Proximal tapering of metacarpals
17865,17866,Dermatan sulfate excretion in urine
17866,17867,Infantile cardiomyopathy
17867,17868,Flaring of rib cage
17868,17869,Grayish enamel
17869,17870,Constricted iliac wings
17870,17871,Epiphyseal deformities of tubular bones
17871,17872,Pointed proximal second through fifth metacarpals
17872,17873,Heparan sulfate excretion in urine
17873,17874,Dense calvaria
17874,17875,Progressive neurologic deterioration
17875,17876,Absent speech
17876,17877,Cerebral dysmyelination
17877,17878,Mucolipidosis III Gamma
17878,17879,Shallow acetabular fossae
17879,17880,Short long bone
17880,17881,Soft tissue swelling of interphalangeal joints
17881,17882,Severe psychomotor retardation
17882,17883,Protuberant abdomen
17883,17884,Progressive alveolar ridge hypertropy
17884,17885,Lower thoracic interpediculate narrowness
17885,17886,Beaking of vertebral bodies T12-L3
17886,17887,Varus deformity of humeral neck
17887,17888,Bullet-shaped phalanges of the hand
17888,17889,Monosomy 7 of Bone Marrow
17889,17890,"Molybdenum Cofactor Deficiency, Complementation Group A"
17890,17891,"Molybdenum Cofactor Deficiency, Complementation Group B"
17891,17892,"Molybdenum Cofactor Deficiency, Complementation Group C"
17892,17893,Agenesis of central incisor
17893,17894,Bilateral postaxial polydactyly
17894,17895,Mitochondrial Complex II Deficiency
17895,17896,Progressive leukoencephalopathy
17896,17897,Acute necrotizing encephalopathy
17897,17898,Mitochondrial myopathy with lactic acidosis
17898,17899,Hepatocellular necrosis
17899,17900,"MICROPHTHALMIA, ISOLATED 1"
17900,17901,B lymphocytopenia
17901,17902,Microcephaly-Micromelia Syndrome
17902,17903,"MICROCEPHALY, PRIMARY AUTOSOMAL RECESSIVE, 1"
17903,17904,Short proximal phalanx of thumb
17904,17905,Methylmalonyl-CoA Epimerase Deficiency
17905,17906,Methylmalonic aciduria cblB type
17906,17907,Neonatal onset
17907,17908,Methylmalonic aciduria cblA type
17908,17909,Methylmalonic Aciduria due to Methylmalonyl-CoA Mutase Deficiency
17909,17910,"Methylmalonic Aciduria, mut(0) Type"
17910,17911,"Methylmalonic Aciduria, mut(-) Type"
17911,17912,Methylmalonic aciduria
17912,17913,3-Methylglutaconic Aciduria Type IV
17913,17914,"Methylcobalamin Deficiency, CblG Type"
17914,17915,Metaphyseal cupping of metacarpals
17915,17916,Flat glenoid fossa
17916,17917,"CATARACT, ANTERIOR POLAR"
17917,17918,Broad phalanx
17918,17919,Metaphyseal Chondrodysplasia with Retinitis Pigmentosa
17919,17920,Progressive leg bowing
17920,17921,Flaring of lower rib cage
17921,17922,Cellular immunodeficiency
17922,17923,Susceptibility to chickenpox
17923,17924,Delayed proximal femoral epiphyseal ossification
17924,17925,"Spondylometaphyseal dysplasia, Sedaghatian type"
17925,17926,Focal lissencephaly
17926,17927,Large posterior fontanelle
17927,17928,Cone-shaped metacarpal epiphyses
17928,17929,Irregular tarsal bones
17929,17930,Pseudoarylsulfatase A Deficiency
17930,17931,Disorganized thinking
17931,17932,Mesomelic short stature
17932,17933,"Dorsolateral bowed, short radii"
17933,17934,Shortening of the tibia
17934,17935,Intrahepatic biliary atresia
17935,17936,Protruding ear
17936,17937,Long curly eyelashes
17937,17938,Forearm undergrowth
17938,17939,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 1"
17939,17940,Ter Haar syndrome
17940,17941,Megaepiphyseal dwarfism
17941,17942,Megacystis
17942,17943,Cerebral hypoplasia
17943,17944,Olfactory lobe agenesis
17944,17945,External genital hypoplasia
17945,17946,Hypoplasia of the bladder
17946,17947,Bowing of the long bones
17947,17948,MAST SYNDROME
17948,17949,Inferior vermis hypoplasia
17949,17950,Fixed facial expression
17950,17951,"Maple Syrup Urine Disease, Type IA"
17951,17952,"MAPLE SYRUP URINE DISEASE, TYPE II"
17952,17953,Tortuosity of conjunctival vessels
17953,17954,Thoracolumbar kyphosis
17954,17955,Marles Greenberg Persaud syndrome
17955,17956,"Mandibulofacial dysostosis, Treacher Collins type, autosomal recessive"
17956,17957,"MALARIA, CEREBRAL, SUSCEPTIBILITY TO (finding)"
17957,17958,Congenital symmetrical palmoplantar keratosis
17958,17959,STARGARDT DISEASE 1 (disorder)
17959,17960,"Hypomagnesemia 5, Renal, with Ocular Involvement"
17960,17961,Acute lymphoblastic leukemia with lymphomatous features
17961,17962,Increased carrying angle
17962,17963,Pulmonary lymphangiectasia
17963,17964,Progressive spastic paraplegia
17964,17965,Contiguous gene syndrome
17965,17966,Lipase deficiency combined
17966,17967,Prominent nipples
17967,17968,Severe failure to thrive
17968,17969,"Hyperglycemia, Postprandial"
17969,17970,Small face
17970,17971,Enlarged metaphyses
17971,17972,Laron syndrome type 2
17972,17973,Lactic Aciduria due to D-Lactic Acid
17973,17974,Pyruvate Dehydrogenase E3-Binding Protein Deficiency
17974,17975,Pyruvate Dehydrogenase E2 Deficiency
17975,17976,Jerky head movements
17976,17977,Erythrocyte Lactate Transporter Defect
17977,17978,Exercise-induced muscle cramps
17978,17979,Exercise-induced muscle stiffness
17979,17980,Exercise-induced muscle fatigue
17980,17981,Keutel syndrome
17981,17982,Costal cartilage calcification
17982,17983,Cartilaginous ossification of nose
17983,17984,Premature fusion of phalangeal epiphyses
17984,17985,Cartilaginous ossification of larynx
17985,17986,HAIM-MUNK SYNDROME
17986,17987,Congenital palmoplantar keratosis
17987,17988,Atrophy of alveolar ridges
17988,17989,"Keratoderma, Palmoplantar, Norrbotten Recessive Type"
17989,17990,Keratoconus posticus circumscriptus
17990,17991,"KENNY-CAFFEY SYNDROME, TYPE 1"
17991,17992,Birth length less than 3rd percentile
17992,17993,Fetus Small for Gestational Age
17993,17994,Calvarial osteosclerosis
17994,17995,Kaufman oculocerebrofacial syndrome
17995,17996,Ovoid vertebral bodies
17996,17997,Absent frontal sinuses
17997,17998,Abnormal cornea morphology
17998,17999,Immotile cilia
17999,18000,Arima syndrome
18000,18001,Aplasia/Hypoplasia of the cerebellar vermis
18001,18002,Brainstem dysplasia
18002,18003,"Nephronophthisis, familial juvenile"
18003,18004,Undetectable electroretinogram
18004,18005,Midline skin dimples over anterior/posterior fontanelles
18005,18006,Hypoplasia of the primary teeth
18006,18007,Aplasia cutis congenita of scalp
18007,18008,Jejunal Atresia with Microcephaly and Ocular Anomalies
18008,18009,Bone marrow hypocellularity
18009,18010,"Iris Coloboma with Ptosis, Hypertelorism, and Mental Retardation"
18010,18011,Low posterior hairline
18011,18012,Neuronal intestinal pseudoobstruction
18012,18013,"Indifference to Pain, Congenital, Autosomal Recessive"
18013,18014,Abnormality of T cells
18014,18015,Abnormal immunoglobulin level
18015,18016,Lateral displacement of the femoral head
18016,18017,Reduced natural killer cell count
18017,18018,Immune Deficiency Disease
18018,18019,Absent corpus callosum cataract immunodeficiency
18019,18020,Cutaneous anergy
18020,18021,Self-Healing Collodion Baby
18021,18022,Hepatic glycogen storage
18022,18023,"ICHTHYOSIFORM ERYTHRODERMA, CONGENITAL, NONBULLOUS, 1"
18023,18024,Bamforth syndrome
18024,18025,"Hypoproteinemia, Hypercatabolic"
18025,18026,Calcium nephrolithiasis
18026,18027,Skin dimple over apex of long bone angulation
18027,18028,Vertebral clefting
18028,18029,HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME
18029,18030,Hypocalcemic seizures
18030,18031,Severe intrauterine growth retardation
18031,18032,Patchy osteosclerosis
18032,18033,"Bartter syndrome, antenatal , type 2"
18033,18034,Abnormally large globe
18034,18035,Impaired platelet aggregation
18035,18036,"Glycogen Storage Disease 0, Liver"
18036,18037,"Polyglandular Deficiency Syndrome, Persian-Jewish Type"
18037,18038,"Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant"
18038,18039,Widened posterior fossa
18039,18040,Erlenmeyer flask deformity of the femurs
18040,18041,Broad first metatarsal
18041,18042,"HYPERTRICHOSIS, CONGENITAL GENERALIZED"
18042,18043,Congenital hypertrophy of left ventricle
18043,18044,Microbrachycephaly
18044,18045,Hyperphosphatasia with Mental Retardation
18045,18046,"Hyperopia, High"
18046,18047,Hydroxylysinuria
18047,18048,L-2-HYDROXYGLUTARIC ACIDURIA
18048,18049,Severe demyelination of the white matter
18049,18050,Transverse vaginal septum
18050,18051,HYDROLETHALUS SYNDROME 1
18051,18052,Adrenal gland dysgenesis
18052,18053,Abnormal cortical gyration
18053,18054,Abnormal vagina morphology
18054,18055,Cleft in skull base
18055,18056,Proximal tibial hypoplasia
18056,18057,Hydranencephaly with Renal Aplasia-Dysplasia
18057,18058,"Homocystinuria-Megaloblastic Anemia due to Defect in Cobalamin Metabolism, CblE Complementation Type"
18058,18059,"HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATE REDUCTASE ACTIVITY"
18059,18060,"Mthfr Deficiency, Thermolabile Type"
18060,18061,Methylenetetrahydrofolate reductase deficiency
18061,18062,Biconcave vertebral bodies
18062,18063,Methioninuria
18063,18064,Mowat-Wilson syndrome
18064,18065,Happy demeanor
18065,18066,Uplifted earlobe
18066,18067,Prominent nasal tip
18067,18068,Low hanging columella
18068,18069,Broad eyebrow
18069,18070,"Bile acid synthesis defect, congenital, 2"
18070,18071,Hepatic venoocclusive disease with immunodeficiency
18071,18072,Thyroid lymphangiectasia
18072,18073,Conical incisor
18073,18074,Pleural lymphangiectasia
18074,18075,Pericardial lymphangiectasia
18075,18076,"HEMOLYTIC UREMIC SYNDROME, TYPICAL"
18076,18077,"ALZHEIMER DISEASE, SUSCEPTIBILITY TO"
18077,18078,"HEMIHYPERPLASIA, ISOLATED"
18078,18079,Deafness enamel hypoplasia nail defects
18079,18080,Neutral hyperaminoaciduria
18080,18081,U-Shaped upper lip vermilion
18081,18082,Microdontia of primary teeth
18082,18083,Thin calvarium
18083,18084,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II"
18084,18085,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type I"
18085,18086,"Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Negative"
18086,18087,Granulocytopenia with Immunoglobulin Abnormality
18087,18088,Coronal craniosynostosis
18088,18089,"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related"
18089,18090,Glycoprotein Storage Disease
18090,18091,Increased hepatic glycogen content
18091,18092,"GSD IV, Classic Hepatic"
18092,18093,"GSD IV, Neuromuscular Form, Fatal Perinatal"
18093,18094,"GSD IV, Neuromuscular Form, Congenital"
18094,18095,"GSD IV, Neuromuscular Form, Childhood"
18095,18096,Fetal hydrops (in perinatal or congenital neuromuscular forms)
18096,18097,Doll-like facies
18097,18098,"Glutathione Synthetase Deficiency of Erythrocytes, Hemolytic Anemia due to"
18098,18099,Glutaric Aciduria IIA
18099,18100,Glutaric Aciduria IIB
18100,18101,Glutaric Aciduria IIC
18101,18102,Infantile encephalopathy
18102,18103,Dilation of lateral ventricles
18103,18104,Dicarboxylic aciduria
18104,18105,Hypoketotic hypoglycemia
18105,18106,"GLAUCOMA 3, PRIMARY CONGENITAL, A"
18106,18107,Late onset congenital glaucoma
18107,18108,"Bernard-Soulier Syndrome, Type B"
18108,18109,"Bernard-Soulier Syndrome, Type C"
18109,18110,Mild thrombocytopenia
18110,18111,Ghosal Hematodiaphyseal Dysplasia
18111,18112,Short metacarpals with rounded proximal ends
18112,18113,"Gaucher Disease, Type Iiic"
18113,18114,Slowed horizontal saccades
18114,18115,Hypometric horizontal saccades
18115,18116,Bulbar signs
18116,18117,Prominent scalp veins
18117,18118,Decreased beta-galactosidase activity
18118,18119,Bone-marrow foam cells
18119,18120,Progressive psychomotor deterioration
18120,18121,Beaking of vertebral bodies
18121,18122,"Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to"
18122,18123,Late-onset spinocerebellar degeneration
18123,18124,Spatulate ribs
18124,18125,Absent/hypoplastic paranasal sinuses
18125,18126,Cervical platyspondyly
18126,18127,Absent/hypoplastic coccyx
18127,18128,Elevated sweat chloride
18128,18129,Hypoplasia of olfactory tract
18129,18130,Polysplenia
18130,18131,Abnormality of the helix
18131,18132,FRIEDREICH ATAXIA 1
18132,18133,Impaired proprioception
18133,18134,Areflexia of lower limbs
18134,18135,Mitochondrial malic enzyme reduced
18135,18136,Palmoplantar cutis laxa
18136,18137,"Follicle-stimulating hormone deficiency, isolated"
18137,18138,"Fleck Retina, Familial Benign"
18138,18139,"Kininogen Deficiency, Total"
18139,18140,Fuhrmann syndrome
18140,18141,Short bowed radii
18141,18142,Aplasia/Hypoplasia of the fibula
18142,18143,Fibular hypoplasia and complex brachydactyly
18143,18144,Malaligned carpal bone
18144,18145,Deformed tarsal bones
18145,18146,Aplastic/hypoplastic toenail
18146,18147,Irregular dentition
18147,18148,Widely patent coronal suture
18148,18149,Widely patent sagittal suture
18149,18150,Posterior vertebral hypoplasia
18150,18151,Hypoplastic fingernail
18151,18152,Femur bifid with monodactylous ectrodactyly
18152,18153,Estren-Dameshek Variant of Fanconi Anemia
18153,18154,Estren-Dameshek Variant of Fanconi Pancytopenia
18154,18155,"STROKE, ISCHEMIC, SUSCEPTIBILITY TO"
18155,18156,Autosomal recessive facio-digito-genital syndrome
18156,18157,Down-sloping shoulders
18157,18158,Hyperextensible hand joints
18158,18159,"FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF"
18159,18160,obsolete Hypopigmented fundi
18160,18161,Hypoplastic philtrum
18161,18162,Clinodactyly of the thumb
18162,18163,3-4 finger syndactyly
18163,18164,Facial Dysmorphism with Multiple Malformations
18164,18165,"SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 1"
18165,18166,"Eunuchoidism, familial hypogonadotropic"
18166,18167,Reduced pancreatic beta cells
18167,18168,Ivory epiphyses
18168,18169,Shortening of all middle phalanges of the fingers
18169,18170,Hypoplasia of the femoral head
18170,18171,Limited elbow flexion
18171,18172,Double-layered patella
18172,18173,"Amelogenesis imperfecta, hypocalcified type (primary and secondary teeth)"
18173,18174,Epidermolysis bullosa with pyloric atresia
18174,18175,Palmar hyperhidrosis
18175,18176,Plantar hyperkeratosis
18176,18177,Fragile nails
18177,18178,Encephaloclastic Proliferative Vasculopathy
18178,18179,PONTOCEREBELLAR HYPOPLASIA TYPE 4 (disorder)
18179,18180,Deep white matter hypodensities
18180,18181,Increased CSF interferon alpha
18181,18182,Capitate-hamate fusion
18182,18183,Cone-shaped epiphyses of phalanges 2 to 5
18183,18184,Recurrent mandibular subluxations
18184,18185,Frontal open bite
18185,18186,Gingival hyperkeratosis
18186,18187,Spontaneous neonatal pneumothorax
18187,18188,Progressive congenital scoliosis
18188,18189,"Ehlers-Danlos syndrome, cardiac valvular form"
18189,18190,"Ectodermal dysplasia, ectrodactyly, and macular dystrophy"
18190,18191,Sparse scalp hair
18191,18192,Abnormality of the philtrum
18192,18193,Progressive hypotrichosis
18193,18194,Anteverted ears
18194,18195,SCHOPF-SCHULZ-PASSARGE SYNDROME (disorder)
18195,18196,Absent sternal ossification
18196,18197,"DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE (disorder)"
18197,18198,Dyssegmental dysplasia
18198,18199,Anisospondyly
18199,18200,Limitation of joint mobility
18200,18201,Parietal bossing
18201,18202,Absent paranasal sinuses
18202,18203,Abnormal metaphyseal trabeculation
18203,18204,"DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1"
18204,18205,Episodic hyperhidrosis
18205,18206,Episodic hypertension
18206,18207,Enlargement of the costochondral junction
18207,18208,Iliac crest serration
18208,18209,Wide pubic symphysis
18209,18210,Multicentric ossification of proximal humeral epiphyses
18210,18211,Multicentric ossification of proximal femoral epiphyses
18211,18212,Sparse lateral eyebrow
18212,18213,LACTASE PERSISTENCE
18213,18214,"Rhizomelic chondrodysplasia punctata, type 2"
18214,18215,Stippled calcification proximal humeral epiphyses
18215,18216,"2,4-Dienoyl-CoA Reductase Deficiency"
18216,18217,Dicarboxylicaminoaciduria
18217,18218,"Diastrophic Dysplasia, Broad Bone-Platyspondylic Variant"
18218,18219,Hypertrophic auricular cartilage
18219,18220,Trichohepatoenteric Syndrome
18220,18221,Donnai-Barrow syndrome
18221,18222,Partial or complete agenesis of corpus callosum
18222,18223,Infra-orbital crease
18223,18224,Stroke-like episode
18224,18225,Limited mobility of proximal interphalangeal joint
